line_no,diffmyers-HRegionServer.java,diffhistogram-HRegionServer.java,diffminimal-HRegionServer.java,diffpatience-HRegionServer.java
1962 ," -  public multiresponse multi(final rpccontroller rpcc', 'final multirequest request) ", -    // gather up contiguous puts and deletes in this mutations list.  idea is that rather than do , -    // gather up contiguous puts and deletes in this mutations list.  idea is that rather than do , -    // gather up contiguous puts and deletes in this mutations list.  idea is that rather than do
1963 , -  throws serviceexception { ," -    // one at a time', 'we instead pass them in batch.  be aware that the corresponding "," -    // one at a time', 'we instead pass them in batch.  be aware that the corresponding "," -    // one at a time', 'we instead pass them in batch.  be aware that the corresponding"
1964 , -    try { , -    // resultorexception instance that matches each put or delete is then added down in the , -    // resultorexception instance that matches each put or delete is then added down in the , -    // resultorexception instance that matches each put or delete is then added down in the
1965 , -      checkopen(); , -    // dobatchop call.  we should be staying aligned though the put and delete are deferred/batched , -    // dobatchop call.  we should be staying aligned though the put and delete are deferred/batched , -    // dobatchop call.  we should be staying aligned though the put and delete are deferred/batched
1966 , -    } catch (ioexception ie) { , -    list<clientprotos.action> mutations = null; , -    list<clientprotos.action> mutations = null; , -    list<clientprotos.action> mutations = null;
1967 , -      throw new serviceexception(ie); , -    for (clientprotos.action action: actions.getactionlist()) { , -    for (clientprotos.action action: actions.getactionlist()) { , -    for (clientprotos.action action: actions.getactionlist()) {
1968 , -    } , -      clientprotos.resultorexception.builder resultorexceptionbuilder = null; , -      clientprotos.resultorexception.builder resultorexceptionbuilder = null; , -      clientprotos.resultorexception.builder resultorexceptionbuilder = null;
1969 , - , -      try { , -      try { , -      try {
1970 ," [""-    // rpc controller is how we bring in data via the back door;  it is unprotobuf'ed data.""] ", -        result r = null; , -        result r = null; , -        result r = null;
1971 , -    // it is also the conduit via which we pass back data. , -        if (action.hasget()) { , -        if (action.hasget()) { , -        if (action.hasget()) {
1972 , -    payloadcarryingrpccontroller controller = (payloadcarryingrpccontroller)rpcc; , -          get get = protobufutil.toget(action.getget()); , -          get get = protobufutil.toget(action.getget()); , -          get get = protobufutil.toget(action.getget());
1973 , -    cellscanner cellscanner = controller != null ? controller.cellscanner(): null; , -          r = region.get(get); , -          r = region.get(get); , -          r = region.get(get);
1974 , -    if (controller != null) controller.setcellscanner(null); , -        } else if (action.hasservicecall()) { , -        } else if (action.hasservicecall()) { , -        } else if (action.hasservicecall()) {
1975 , - , -          resultorexceptionbuilder = resultorexception.newbuilder(); , -          resultorexceptionbuilder = resultorexception.newbuilder(); , -          resultorexceptionbuilder = resultorexception.newbuilder();
1976 , -    long noncegroup = request.hasnoncegroup() ? request.getnoncegroup() : hconstants.no_nonce; , -          try { , -          try { , -          try {
1977 , - ," -            message result = execserviceonregion(region', 'action.getservicecall()); "," -            message result = execserviceonregion(region', 'action.getservicecall()); "," -            message result = execserviceonregion(region', 'action.getservicecall());"
1978 ," [""-    // this will contain all the cells that we need to return. it's created later"", 'if needed. ", -            clientprotos.coprocessorserviceresult.builder serviceresultbuilder = , -            clientprotos.coprocessorserviceresult.builder serviceresultbuilder = , -            clientprotos.coprocessorserviceresult.builder serviceresultbuilder =
1979 , -    list<cellscannable> cellstoreturn = null; , -                clientprotos.coprocessorserviceresult.newbuilder(); , -                clientprotos.coprocessorserviceresult.newbuilder(); , -                clientprotos.coprocessorserviceresult.newbuilder();
1980 , -    multiresponse.builder responsebuilder = multiresponse.newbuilder(); , -            resultorexceptionbuilder.setserviceresult( , -            resultorexceptionbuilder.setserviceresult( , -            resultorexceptionbuilder.setserviceresult(
1981 , -    regionactionresult.builder regionactionresultbuilder = regionactionresult.newbuilder(); , -                serviceresultbuilder.setvalue( , -                serviceresultbuilder.setvalue( , -                serviceresultbuilder.setvalue(
1982 , - , -                  serviceresultbuilder.getvaluebuilder() , -                  serviceresultbuilder.getvaluebuilder() , -                  serviceresultbuilder.getvaluebuilder()
1983 , -    for (regionaction regionaction : request.getregionactionlist()) { , -                    .setname(result.getclass().getname()) , -                    .setname(result.getclass().getname()) , -                    .setname(result.getclass().getname())
1984 , -      this.requestcount.add(regionaction.getactioncount()); , -                    .setvalue(result.tobytestring()))); , -                    .setvalue(result.tobytestring()))); , -                    .setvalue(result.tobytestring())));
1985 , -      hregion region; , -          } catch (ioexception ioe) { , -          } catch (ioexception ioe) { , -          } catch (ioexception ioe) {
1986 , -      regionactionresultbuilder.clear(); , -            resultorexceptionbuilder.setexception(responseconverter.buildexception(ioe)); , -            resultorexceptionbuilder.setexception(responseconverter.buildexception(ioe)); , -            resultorexceptionbuilder.setexception(responseconverter.buildexception(ioe));
1987 , -      try { , -          } , -          } , -          }
1988 , -        region = getregion(regionaction.getregion()); , -        } else if (action.hasmutation()) { , -        } else if (action.hasmutation()) { , -        } else if (action.hasmutation()) {
1989 , -      } catch (ioexception e) { , -          mutationtype type = action.getmutation().getmutatetype(); , -          mutationtype type = action.getmutation().getmutatetype(); , -          mutationtype type = action.getmutation().getmutatetype();
1990 , -        regionactionresultbuilder.setexception(responseconverter.buildexception(e)); , -          if (type != mutationtype.put && type != mutationtype.delete && mutations != null && , -          if (type != mutationtype.put && type != mutationtype.delete && mutations != null && , -          if (type != mutationtype.put && type != mutationtype.delete && mutations != null &&
1991 , -        responsebuilder.addregionactionresult(regionactionresultbuilder.build()); , -              !mutations.isempty()) { , -              !mutations.isempty()) { , -              !mutations.isempty()) {
1992 ," [""-        continue;  // for this region it's a failure.""] ", -            // flush out any puts or deletes already collected. , -            // flush out any puts or deletes already collected. , -            // flush out any puts or deletes already collected.
1993 , -      } ," -            dobatchop(builder', 'region', 'mutations', 'cellscanner); "," -            dobatchop(builder', 'region', 'mutations', 'cellscanner); "," -            dobatchop(builder', 'region', 'mutations', 'cellscanner);"
1994 , - , -            mutations.clear(); , -            mutations.clear(); , -            mutations.clear();
1995 , -      if (regionaction.hasatomic() && regionaction.getatomic()) { , -          } , -          } , -          }
1996 , -        // how does this call happen?  it may need some work to play well w/ the surroundings. , -          switch (type) { , -          switch (type) { , -          switch (type) {
1997 , -        // need to return an item per action along w/ action index.  todo. , -          case append: , -          case append: , -          case append:
